Genres,Type,Source,Studios,Rating,Episodes
"action, drama, fantasy, sci-fi",tv,original,tatsunoko production,pg-13 - teens 13 or older,12.0
sci-fi,ona,other,unknown,g - all ages,2.0
"adventure, comedy",tv,original,studio crocodile,pg-13 - teens 13 or older,24.0
unknown,music,game,unknown,g - all ages,1.0
unknown,ona,original,unknown,g - all ages,2.0
sports,ona,original,unknown,g - all ages,1.0
"comedy, fantasy, romance",tv,light novel,silver link.,pg-13 - teens 13 or older,12.0
"drama, romance, slice of life",ona,original,2:10 am animation,pg-13 - teens 13 or older,12.0
"action, adventure, fantasy, supernatural",ona,original,unknown,pg-13 - teens 13 or older,9.0
"comedy, fantasy",movie,original,studio gokumi,r - 17+ (violence & profanity),1.0
slice of life,tv,other,shogakukan music & digital entertainment,g - all ages,12.0
"comedy, drama, romance, slice of life",ona,web manga,unknown,pg-13 - teens 13 or older,20.0
"comedy, slice of life",ova,manga,zero-g,pg-13 - teens 13 or older,1.0
comedy,tv,original,dle,g - all ages,13.0
comedy,tv,original,dle,g - all ages,13.0
comedy,tv,original,dle,g - all ages,13.0
comedy,tv,original,dle,g - all ages,15.0
fantasy,tv,light novel,emt squared,pg-13 - teens 13 or older,12.0
"adventure, comedy, fantasy, ecchi",tv,light novel,j.c.staff,r+ - mild nudity,12.0
"action, fantasy",tv,original,toei animation,g - all ages,49.0
horror,ona,manga,tomovies,pg-13 - teens 13 or older,20.0
"drama, fantasy",tv,novel,j.c.staff,pg-13 - teens 13 or older,2.0
unknown,music,original,speed inc.,r+ - mild nudity,4.0
"drama, romance, supernatural",movie,original,science saru,pg-13 - teens 13 or older,1.0
"action, mystery, sci-fi",movie,manga,production i.g,pg-13 - teens 13 or older,1.0
"action, adventure, fantasy",special,game,j.c.staff,pg-13 - teens 13 or older,1.0
unknown,ona,game,"tms entertainment, echoes",g - all ages,10.0
unknown,ona,original,unknown,g - all ages,6.0
"comedy, ecchi",tv,manga,lidenfilms,pg-13 - teens 13 or older,12.0
unknown,tv,original,samg entertainment,g - all ages,13.0
unknown,tv,original,samg entertainment,g - all ages,13.0
unknown,movie,original,samg entertainment,g - all ages,1.0
unknown,movie,original,samg entertainment,g - all ages,1.0
unknown,ona,picture book,lidenfilms,g - all ages,1.0
unknown,movie,original,the answer studio,g - all ages,1.0
comedy,tv,web manga,passione,pg-13 - teens 13 or older,12.0
hentai,ova,light novel,poro,rx - hentai,4.0
"fantasy, hentai",ova,visual novel,teatro nishi tokyo studio,rx - hentai,1.0
comedy,ona,original,unknown,g - all ages,1.0
comedy,ona,original,unknown,g - all ages,2.0
comedy,ona,web manga,unknown,g - all ages,1.0
unknown,ona,original,unknown,g - all ages,4.0
comedy,special,original,unknown,pg - children,6.0
"action, mystery, sci-fi",ona,original,pierrot,r - 17+ (violence & profanity),15.0
comedy,movie,manga,shin-ei animation,g - all ages,1.0
unknown,tv,original,unknown,pg - children,26.0
comedy,ona,other,dle,g - all ages,1.0
unknown,movie,original,unknown,g - all ages,1.0
avant garde,movie,original,unknown,g - all ages,1.0
slice of life,movie,original,unknown,g - all ages,1.0
avant garde,movie,original,unknown,g - all ages,4.0
sports,movie,original,tatsunoko production,pg-13 - teens 13 or older,1.0
sports,movie,original,tatsunoko production,pg-13 - teens 13 or older,1.0
sports,movie,original,tatsunoko production,pg-13 - teens 13 or older,1.0
"adventure, fantasy, supernatural",special,manga,c-station,pg-13 - teens 13 or older,1.0
"action, comedy",special,manga,toei animation,pg-13 - teens 13 or older,1.0
"action, mystery, sci-fi",tv,manga,nexus,r - 17+ (violence & profanity),11.0
"comedy, slice of life",music,original,unknown,pg-13 - teens 13 or older,1.0
"action, adventure, comedy, fantasy",tv,light novel,white fox,r - 17+ (violence & profanity),12.0
"action, drama, sci-fi",ona,manga,studio kai,r - 17+ (violence & profanity),12.0
action,ona,game,satelight,pg-13 - teens 13 or older,1.0
action,special,original,gohands,pg-13 - teens 13 or older,1.0
"action, comedy, fantasy, horror",tv,manga,mappa,r - 17+ (violence & profanity),12.0
unknown,tv,music,children's playground entertainment,pg-13 - teens 13 or older,13.0
unknown,tv,music,drive,pg-13 - teens 13 or older,12.0
"action, supernatural",tv,manga,david production,pg-13 - teens 13 or older,24.0
"action, fantasy",movie,original,toei animation,g - all ages,1.0
"action, comedy, fantasy",tv,original,project no.9,pg-13 - teens 13 or older,10.0
slice of life,ona,original,unknown,g - all ages,1.0
comedy,special,original,satelight,pg-13 - teens 13 or older,2.0
"drama, romance",ona,novel,wawayu animation,pg-13 - teens 13 or older,12.0
"sci-fi, slice of life",ona,original,unknown,g - all ages,1.0
"drama, romance, supernatural",tv,manga,tms entertainment,pg-13 - teens 13 or older,25.0
action,ona,game,ufotable,pg-13 - teens 13 or older,1.0
comedy,ona,game,dle,g - all ages,2.0
unknown,ona,original,unknown,g - all ages,1.0
"action, adventure, fantasy, mystery, supernatural",ona,original,unknown,pg-13 - teens 13 or older,13.0
"action, fantasy",ona,original,tong ming xuan,pg-13 - teens 13 or older,16.0
"action, adventure, fantasy, mystery",ona,novel,chosen,pg-13 - teens 13 or older,12.0
"adventure, comedy, sci-fi",tv,manga,tms entertainment,pg-13 - teens 13 or older,24.0
"action, comedy, fantasy",ona,light novel,studio puyukai,pg-13 - teens 13 or older,3.0
action,special,manga,bones,pg-13 - teens 13 or older,2.0
avant garde,movie,original,unknown,g - all ages,1.0
avant garde,movie,original,unknown,g - all ages,1.0
unknown,movie,original,unknown,g - all ages,1.0
unknown,movie,original,unknown,g - all ages,1.0
sci-fi,ona,original,unknown,g - all ages,20.0
"adventure, comedy, sci-fi",tv,original,studio comet,pg-13 - teens 13 or older,12.0
hentai,ova,manga,seven,rx - hentai,1.0
"action, adventure",ova,manga,geno studio,r - 17+ (violence & profanity),3.0
slice of life,special,original,unknown,g - all ages,8.0
avant garde,ona,original,unknown,g - all ages,1.0
"action, sci-fi",movie,original,sunrise,pg-13 - teens 13 or older,1.0
action,ona,original,sunrise,pg - children,10.0
"action, drama, sci-fi",movie,novel,sunrise,pg-13 - teens 13 or older,1.0
"action, drama, sci-fi",movie,novel,sunrise,pg-13 - teens 13 or older,1.0
"action, sci-fi",ona,game,"sunrise, bandai namco pictures, xflag",pg-13 - teens 13 or older,26.0
"action, adventure, comedy, mystery",special,manga,tms entertainment,pg-13 - teens 13 or older,1.0
comedy,ova,manga,zero-g room,r+ - mild nudity,1.0
avant garde,ona,original,unknown,r+ - mild nudity,1.0
unknown,music,original,unknown,r+ - mild nudity,1.0
drama,movie,original,unknown,r - 17+ (violence & profanity),1.0
sports,tv,manga,madhouse,pg-13 - teens 13 or older,52.0
hentai,ona,web manga,unknown,rx - hentai,2.0
comedy,special,manga,david production,pg-13 - teens 13 or older,1.0
"adventure, drama, mystery, romance, sci-fi",ona,manga,gonzo,r+ - mild nudity,12.0
unknown,ona,original,unknown,g - all ages,1.0
action,movie,novel,unknown,pg - children,1.0
"action, adventure, drama, fantasy, romance",movie,other,light chaser animation studios,pg-13 - teens 13 or older,1.0
"action, adventure, fantasy, romance",ona,novel,mili pictures,pg-13 - teens 13 or older,26.0
"action, comedy, mystery",ona,web manga,nice boat animation,pg-13 - teens 13 or older,12.0
"adventure, fantasy",movie,other,tms entertainment,pg - children,1.0
"action, adventure, fantasy",ona,game,unknown,pg-13 - teens 13 or older,1.0
"comedy, ecchi",TV,visual novel,unknown,r+ - mild nudity,2.0
avant garde,movie,original,unknown,g - all ages,1.0
"sci-fi, suspense",tv,other,sola digital arts,r - 17+ (violence & profanity),13.0
sci-fi,music,original,unknown,g - all ages,1.0
"comedy, drama, romance",tv,manga,lay-duce,pg-13 - teens 13 or older,12.0
unknown,music,original,unknown,g - all ages,1.0
avant garde,music,original,unknown,g - all ages,1.0
avant garde,music,original,unknown,g - all ages,1.0
"slice of life, supernatural",tv,web manga,doga kobo,pg-13 - teens 13 or older,12.0
hentai,ova,visual novel,teatro nishi tokyo studio,rx - hentai,1.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
unknown,ona,original,unknown,g - all ages,1.0
"comedy, slice of life",tv,4-koma manga,"gathering, lesprit",pg-13 - teens 13 or older,13.0
"comedy, fantasy",special,manga,pierrot,pg-13 - teens 13 or older,1.0
unknown,music,manga,unknown,r+ - mild nudity,6.0
"action, comedy, drama, mystery",movie,manga,tms entertainment,pg-13 - teens 13 or older,1.0
unknown,special,original,unknown,g - all ages,2.0
unknown,special,original,unknown,g - all ages,1.0
avant garde,special,original,unknown,g - all ages,2.0
slice of life,special,original,unknown,g - all ages,6.0
"fantasy, hentai",ona,game,selfish,rx - hentai,4.0
slice of life,tv,web manga,unknown,pg-13 - teens 13 or older,2.0
fantasy,ona,manga,yokohama animation lab,g - all ages,3.0
"comedy, romance, ecchi",tv,manga,silver link.,pg-13 - teens 13 or older,12.0
hentai,ova,visual novel,shion,rx - hentai,1.0
fantasy,ona,original,shaft,g - all ages,1.0
unknown,special,game,shaft,g - all ages,1.0
unknown,ona,original,unknown,g - all ages,1.0
unknown,ona,original,unknown,g - all ages,1.0
"comedy, slice of life",tv,4-koma manga,connect,pg-13 - teens 13 or older,12.0
"comedy, mystery",special,manga,tms entertainment,pg-13 - teens 13 or older,1.0
ecchi,special,original,zero-g,pg-13 - teens 13 or older,1.0
"action, adventure, comedy, fantasy",tv,light novel,silver link.,pg-13 - teens 13 or older,12.0
"action, adventure, comedy, fantasy",ova,manga,8bit,pg-13 - teens 13 or older,5.0
unknown,music,original,unknown,pg-13 - teens 13 or older,1.0
avant garde,music,original,unknown,pg-13 - teens 13 or older,1.0
unknown,music,original,unknown,g - all ages,1.0
"boys love, hentai",ona,manga,magic bus,rx - hentai,8.0
hentai,ova,visual novel,t-rex,rx - hentai,2.0
"action, sci-fi",ona,manga,"production i.g, sola digital arts",r - 17+ (violence & profanity),12.0
unknown,special,original,unknown,g - all ages,2.0
comedy,ona,4-koma manga,doga kobo,pg-13 - teens 13 or older,12.0
"comedy, slice of life",tv,game,tatsunoko production,pg - children,51.0
unknown,ona,original,unknown,g - all ages,13.0
"action, adventure, fantasy",special,light novel,white fox,r - 17+ (violence & profanity),1.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
action,special,manga,pierrot,pg-13 - teens 13 or older,1.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
"comedy, romance, ecchi",tv,manga,seven,r+ - mild nudity,12.0
comedy,ona,other,fanworks,pg-13 - teens 13 or older,1.0
"drama, romance, sci-fi",movie,original,graphinica,pg-13 - teens 13 or older,1.0
hentai,ona,original,unknown,rx - hentai,2.0
action,music,original,unknown,pg - children,1.0
action,music,original,unknown,pg - children,1.0
unknown,ona,picture book,unknown,g - all ages,4.0
romance,ona,original,unknown,g - all ages,2.0
romance,ona,original,bones,g - all ages,1.0
"award winning, drama, fantasy, romance",movie,original,comix wave films,pg-13 - teens 13 or older,1.0
unknown,ona,original,unknown,g - all ages,5.0
comedy,ova,other,unknown,g - all ages,21.0
"action, fantasy",tv,light novel,"synergysp, shin-ei animation",pg-13 - teens 13 or older,12.0
hentai,ova,manga,blue bread,rx - hentai,2.0
comedy,tv,4-koma manga,"w-toon studio, dmm.futureworks",pg-13 - teens 13 or older,12.0
"action, comedy, sci-fi",ona,web manga,point pictures,pg-13 - teens 13 or older,20.0
"action, adventure, fantasy",tv,game,project no.9,pg-13 - teens 13 or older,12.0
avant garde,movie,original,unknown,g - all ages,1.0
avant garde,movie,original,unknown,pg-13 - teens 13 or older,1.0
supernatural,special,other,unknown,pg - children,1.0
"action, fantasy",movie,original,toei animation,g - all ages,1.0
comedy,tv,original,lide,pg-13 - teens 13 or older,12.0
unknown,music,music,unknown,g - all ages,1.0
"action, sci-fi",tv,manga,visual flight,pg-13 - teens 13 or older,12.0
"fantasy, romance",special,mixed media,unknown,pg-13 - teens 13 or older,1.0
unknown,music,original,calf studio,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
unknown,tv,game,"tms entertainment, jinnis animation studios",g - all ages,25.0
action,tv,game,studio deen,pg-13 - teens 13 or older,12.0
avant garde,movie,original,unknown,pg-13 - teens 13 or older,1.0
avant garde,movie,other,unknown,r+ - mild nudity,1.0
avant garde,movie,original,unknown,r+ - mild nudity,1.0
slice of life,special,manga,shaft,g - all ages,2.0
hentai,ova,visual novel,anime antenna iinkai,rx - hentai,2.0
hentai,ova,manga,seven,rx - hentai,2.0
avant garde,movie,original,unknown,pg-13 - teens 13 or older,1.0
avant garde,movie,original,unknown,pg-13 - teens 13 or older,1.0
avant garde,movie,original,unknown,pg-13 - teens 13 or older,1.0
avant garde,movie,original,unknown,r+ - mild nudity,1.0
avant garde,movie,original,unknown,pg-13 - teens 13 or older,1.0
avant garde,movie,original,unknown,r+ - mild nudity,1.0
avant garde,movie,original,unknown,pg-13 - teens 13 or older,1.0
avant garde,movie,original,unknown,r+ - mild nudity,1.0
avant garde,movie,original,unknown,r+ - mild nudity,1.0
avant garde,movie,original,unknown,pg-13 - teens 13 or older,1.0
avant garde,movie,original,unknown,pg-13 - teens 13 or older,1.0
avant garde,movie,original,unknown,pg-13 - teens 13 or older,1.0
"comedy, slice of life",tv,manga,oddjob,g - all ages,50.0
sports,movie,manga,"keica, the monk studios",pg-13 - teens 13 or older,1.0
sports,tv,manga,production i.g,pg-13 - teens 13 or older,13.0
unknown,music,original,eallin,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,pg - children,1.0
"drama, romance",tv,manga,platinum vision,pg-13 - teens 13 or older,13.0
"comedy, fantasy, slice of life",ona,original,studio 3hz,pg-13 - teens 13 or older,1.0
avant garde,movie,original,unknown,g - all ages,1.0
"action, comedy, sci-fi",special,original,sunrise,r - 17+ (violence & profanity),3.0
unknown,music,original,unknown,g - all ages,1.0
"action, comedy",movie,manga,silver link.,pg-13 - teens 13 or older,1.0
unknown,music,original,unknown,g - all ages,1.0
comedy,ona,original,unknown,g - all ages,4.0
unknown,music,music,unknown,g - all ages,1.0
horror,ona,manga,unknown,r - 17+ (violence & profanity),20.0
sci-fi,ona,original,wit studio,pg-13 - teens 13 or older,2.0
unknown,music,original,unknown,g - all ages,1.0
"avant garde, fantasy, horror",music,other,unknown,r - 17+ (violence & profanity),1.0
unknown,ona,picture book,kate arrow,g - all ages,1.0
"action, fantasy",tv,light novel,naz,pg-13 - teens 13 or older,13.0
"action, fantasy",TV,novel,unknown,pg-13 - teens 13 or older,2.0
unknown,ona,original,unknown,pg - children,1.0
unknown,music,other,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
horror,ova,manga,passione,r+ - mild nudity,1.0
"adventure, sci-fi",ona,card game,bandai namco pictures,pg-13 - teens 13 or older,3.0
"comedy, drama, romance",ona,web manga,haoliners animation league,pg-13 - teens 13 or older,16.0
"action, adventure, mystery",ona,novel,cg year,pg-13 - teens 13 or older,26.0
"adventure, fantasy, supernatural",ona,web manga,unknown,pg-13 - teens 13 or older,20.0
"action, drama",tv,original,studio deen,pg-13 - teens 13 or older,12.0
sports,special,light novel,kyoto animation,pg-13 - teens 13 or older,1.0
unknown,music,game,unknown,g - all ages,1.0
"mystery, supernatural",tv,original,unknown,g - all ages,24.0
"comedy, slice of life",tv,visual novel,felix film,pg-13 - teens 13 or older,12.0
slice of life,special,original,unknown,g - all ages,4.0
unknown,ona,other,unknown,g - all ages,2.0
unknown,ona,other,unknown,g - all ages,2.0
unknown,special,other,unknown,g - all ages,2.0
"fantasy, slice of life",special,original,unknown,g - all ages,5.0
slice of life,ona,original,trash studio,g - all ages,1.0
unknown,special,original,unknown,g - all ages,2.0
unknown,music,original,unknown,g - all ages,1.0
ecchi,ona,original,yokohama animation lab,pg-13 - teens 13 or older,12.0
"fantasy, mystery, supernatural",special,light novel,troyca,pg-13 - teens 13 or older,1.0
"action, fantasy, supernatural",special,game,cloverworks,r - 17+ (violence & profanity),1.0
comedy,special,manga,mappa,r - 17+ (violence & profanity),3.0
"action, fantasy, sci-fi",tv,light novel,millepensee,r - 17+ (violence & profanity),12.0
"comedy, slice of life",special,manga,gathering,g - all ages,2.0
avant garde,music,original,unknown,g - all ages,1.0
comedy,ona,original,unknown,pg-13 - teens 13 or older,1.0
comedy,special,game,a-1 pictures,pg-13 - teens 13 or older,1.0
"fantasy, mystery, supernatural",tv,light novel,troyca,r - 17+ (violence & profanity),13.0
unknown,music,original,unknown,g - all ages,1.0
avant garde,music,original,unknown,r+ - mild nudity,1.0
"comedy, drama",special,original,a-1 pictures,pg-13 - teens 13 or older,1.0
